suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
30.1,85.14,25.87,20.5,1
72.49,16.8,47.16,28.96,0
37.02,27.9,8.22,96.44,1
39.86,28.49,95.65,25.8,0
7.01,78.34,27.18,63.6,1
3.2,75.37,61.53,30.09,0
84.06,93.92,0.92,54.31,1
89.35,26.86,57.44,19.36,0
67.36,47.9,33.39,95.79,1
59.79,32.44,33.98,20.38,0
6.85,1.3,0.57,5.91,1
18.72,57.29,96.88,34.21,0
91.05,44.13,8.57,72.81,1
43.4,0.77,80.23,38.03,0
51.19,45.57,7.27,74.98,1
32.05,23.7,50.96,21.1,0
64.58,26.07,93.99,99.45,1
99.39,76.87,44.72,54.97,0
90.2,5.91,25.94,27.63,1
3.64,47.88,69.42,4.01,0
84.83,28.17,31.02,85.92,1
71.86,58.12,85.6,48.01,0
6.35,83.68,10.75,41.82,1
4.5,27.69,42.11,36.14,0
36.57,70.6,4.18,86.48,1
83.28,9.85,41.37,53.29,0
42.51,31.41,99.96,86.43,1
59.24,48.94,83.54,58.63,0
62.31,0.35,70.21,77.48,1
1.09,76.02,77.27,52.31,0
59.62,78.09,26.81,4.68,1
51.94,19.46,42.56,59.81,0
66.64,82.96,28.95,49.46,1
11.75,9.97,66.7,9.72,0
94.73,19.17,90.29,80.72,1
90.76,75.95,42.96,2.86,0
70.93,80.49,3.81,60.17,1
90.16,19.84,62.99,11.53,0
7.24,9.32,7.48,17.48,1
65.03,75.04,36.5,34.06,0
22.03,29.5,8.7,15.55,1
73.06,61.73,99.32,69.06,0
63.01,8.63,7.33,14.72,1
21.68,10.73,90.18,28.74,0
56.02,68.24,23.08,42.93,1
21.07,27.07,68.18,48.67,0
93.14,55.43,8.35,63,1
0.15,43.67,35.02,79.4,0
51.25,99.68,24.73,69.21,1
48.67,7.8,42.5,9.66,0
21.47,82.16,1.23,58.26,1
21.86,84.81,45.34,78.79,0
0.96,58.19,16.83,63.7,1
12.76,31.14,72,31.71,0
2.97,18.32,24.33,85.56,1
58.43,6.12,84.62,17.51,0
67.59,58.18,14.63,51.76,1
81.89,70.09,78.6,16.6,0
49.02,19.7,12.86,50.3,1
86.36,68.27,93.63,79.41,0
1.58,47.7,2.3,2.79,1
5.12,57.39,91.17,79.22,0
93,41.57,13.99,87.19,1
56.24,27.43,45.55,67.42,0
61.33,27.22,75.31,86.82,1
77.08,87.29,88.9,29.18,0
39.04,9.9,17.2,62.54,1
89.68,88.18,51.72,48.13,0
39.38,28.71,10.66,97.52,1
91.9,67.66,60.02,42.33,0
98.78,20.72,2.57,7.68,1
31.01,87.01,61.9,37,0
3.29,73.88,17.15,15.36,1
78.24,79.81,70.48,18.63,0
0.81,33.58,12.06,79.55,1
59.25,19.83,37.65,24.39,0
92.72,2.61,32.27,96.74,1
7.89,8.48,92.48,31.3,0
94.84,16.59,34.16,74.97,1
5.54,26.85,72.31,79.92,0
22.2,41.64,0.19,1.69,1
11.86,50.28,96.13,8.87,0
60.9,25.85,32.1,83.22,1
23.66,33.01,80.5,41.86,0
83.13,84.48,4.3,81.98,1
25.19,91.52,40.32,3.9,0
14.31,12.75,17.7,58.86,1
95.09,36.26,90.51,33.53,0
12.28,59.12,26.56,36.21,1
70.89,75.75,39.53,98.22,0
32.69,16.97,7.39,29.87,1
19.58,43.2,91,11.66,0
40.08,8.14,45.79,77.88,1
51.81,85.14,92.2,45.77,0
90.21,23.2,72.57,84.84,1
47.83,30.77,36.19,66.51,0
92.41,32.81,3.7,78.72,1
93.46,85.21,41.65,78.95,0
84.28,47.66,77.93,95.05,1
18.07,34.15,68.62,31.34,0
28.46,77.76,11.65,70.4,1
50.77,45.86,60.26,65.55,0
84.42,48.92,6.95,86.16,1
98.48,12.88,31.9,53.91,0
15.73,68.63,19.14,86.21,1
17.72,28.34,86.27,47.51,0
58.91,74.82,28.34,61.88,1
35.58,77.81,36.81,30.87,0
29.43,74.27,18.86,36.28,1
66.84,0.17,50.96,32.12,0
55.04,94.93,13.52,76.11,1
90.39,31.49,44.13,13.52,0
68.78,86.28,3.98,69.84,1
7.62,52.71,64.9,95.09,0
43.22,60.13,16.02,52.43,1
27.82,80.49,61.67,76.03,0
77.36,18.91,65.69,75.78,1
46.77,31.55,51.28,53.32,0
32.06,89.22,24.83,98.05,1
53.96,92.04,85.16,54.55,0
72.84,7.74,42.43,90.16,1
99.24,84.27,54.1,63.23,0
98.28,42.44,8.28,81.77,1
59.7,97.92,67.81,25.5,0
56.97,89.11,8.24,55.37,1
2.64,13.44,43.39,76.79,0
96.07,33.25,80.37,80.66,1
58.74,85.67,57.37,1.88,0
51.68,98.27,7.24,72.51,1
2.39,94.85,48.69,86.3,0
82.2,80.51,6.91,36.41,1
82.68,27.23,43.65,43.47,0
78.49,35.6,16.36,26.26,1
24.02,99.07,71.01,59.54,0
54.55,4.31,10.83,97.84,1
12.08,33.02,71.49,86.89,0
39.47,20.06,9.49,39.52,1
14.11,54.29,82.58,70.45,0
37.16,36.39,22.18,35.19,1
92.14,88.27,77.3,81.97,0
12.24,31.7,5.59,99.69,1
77.67,39.85,93.13,31.75,0
59.31,82.25,12.12,38.28,1
31.2,63.6,81.13,70.31,0
51.14,5.34,91.12,94.01,1
66.6,10.59,84.31,2.81,0
34.25,27.25,12.58,2.03,1
28.96,7.83,42.37,53.87,0
51.33,47.32,49.47,99.01,1
4.19,57.21,36.1,26.37,0
55.69,33.12,10.98,25.73,1
65.77,6.13,44.33,24.86,0
82.42,26.91,32.12,88.04,1
2.11,54.47,87.69,1.9,0
7.76,12.84,7.29,70.1,1
16.73,13.8,71.28,49.19,0
67.2,50.03,13.87,65.48,1
72.08,84.24,78.13,38.11,0
54.86,82.59,17.3,97.68,1
47.96,80.03,95.49,13.13,0
93.04,41.76,46.62,78.82,1
61.85,7.78,98.54,62.74,0
6.72,41.49,21.55,67.91,1
59.22,20.42,63.18,22.96,0
6.71,80,13.26,71.2,1
59.89,83.22,93.54,61.9,0
14.59,31.57,9.28,92.94,1
91.32,37.29,52.91,4.36,0
86.42,7.56,39.19,98.1,1
84.11,57.64,45.2,88.88,0
1.61,66.79,23.98,82,1
99.97,74.63,47.53,76.71,0
50.69,60.16,27.39,79.83,1
58.73,65.14,86.72,17.07,0
60.8,15.4,7.34,66.08,1
32.44,87.4,86.07,44.49,0
47.85,66.44,26.37,38.29,1
50.14,2.85,42.2,3.6,0
82.77,49.26,21.34,89.21,1
5.93,55.49,97.17,44.35,0
50.71,58.1,20.87,88.39,1
97.08,16.38,46.71,3.13,0
50.08,42.71,16.67,94.53,1
52.43,90.92,59.01,39.7,0
4.34,39.44,24.17,22.51,1
19.81,73.68,92.22,84.34,0
96.93,81.74,5.46,98.5,1
26.28,67,63.83,41.61,0
54.6,23.19,13.94,60.92,1
26.29,68.55,45.65,20.33,0
10.35,14.47,10.57,31.73,1
92.52,48.13,43.85,17.98,0
36.85,20.46,56.55,99.82,1
62.5,54.61,87.23,20.95,0
24.17,11.77,15.49,57.27,1
71.91,51.93,77.64,30.02,0
48.03,15.2,80.67,84.9,1
65.44,9.9,44.46,15.67,0
79.29,52.63,19.46,21.12,1
35.79,57.82,69.19,73.77,0
79.47,44.83,79.18,81.02,1
95.78,8.48,80.26,6.34,0
37.29,63.15,24.55,23.77,1
84.73,33.5,32.47,23.3,0
8.72,65.08,17.63,1.46,1
26.13,83.85,57.97,16.63,0
86.83,12.41,10.41,70.87,1
13.22,41.05,91.5,5.65,0
64.71,88.16,12.93,11,1
47.55,95.92,80.59,3.23,0
75.75,3.03,80.51,88.43,1
18.7,36.7,67.17,89.09,0
48.54,84.44,18.15,6.29,1
8.7,48.89,43.17,81.23,0
3.25,76.54,2.71,31.01,1
62.79,64.02,79.5,84.78,0
99.19,88.86,4.52,66.06,1
66.31,63.5,71.75,89.81,0
69.55,89.5,18.54,71.71,1
17.94,1.43,91.31,34.59,0
95.73,63.89,29.77,13.09,1
89.52,55.4,63.5,87.51,0
30.99,12.31,21.91,51.96,1
13.54,46.39,57.45,32.9,0
69.92,20.02,89.15,73.37,1
17.12,7.89,99.42,48.09,0
71.25,48.06,1.11,86.68,1
59.49,79.92,46.17,30.24,0
76.46,14.44,1.82,32.12,1
9.75,61.63,71.78,96.95,0
22.45,15.87,27.89,59.69,1
81.21,63.48,88.47,36.64,0
58.83,25.58,81.5,93.13,1
25.53,24.36,90.35,3.68,0
96.15,41.75,96.67,82.57,1
8.06,85.96,87.13,51.51,0
68.62,86.35,14.19,33.98,1
8.35,40.68,98.56,67.6,0
27.47,38.4,1.18,66.55,1
71.4,9.99,32.51,53.08,0
7.13,89.62,26.54,63.47,1
94.98,56.36,56.16,95.91,0
85.53,90.67,9.52,46.87,1
81.98,99.41,60.38,73.34,0
51.79,99.69,3.85,52.4,1
61.64,49.61,33.69,33.53,0
91.41,21.09,45.71,84.22,1
97.11,53.34,69.69,24.15,0
87.52,19.08,10.22,80.36,1
49.46,44.61,74.68,65.6,0
83.03,7.65,26.7,8.09,1
32.58,97.94,74.25,3.23,0
39.64,76.07,4.38,88.14,1
25.77,72.45,90.87,63.55,0
97.28,95.23,27.95,46.8,1
74.18,2.78,70.32,16.33,0
88.71,83.44,11.14,98.23,1
10.44,0.95,59.61,28.37,0
30.36,17.13,20.62,6.19,1
1.21,85.93,76.37,0.52,0
84.72,35.84,56.15,85.36,1
99.8,84.76,31.51,79.48,0
47.88,77.65,10.28,12.79,1
57.75,67.65,91.74,64.17,0
47.51,69.07,15.69,84.49,1
4.2,18.99,69.4,21.99,0
64.79,47.94,30.02,81.64,1
21.08,33.14,62.95,54.52,0
95.17,50.39,25.63,82.51,1
29.77,44.18,30.77,58.28,0
23.41,64.25,2.25,17.75,1
19.28,44.95,42.39,50.88,0
89.42,14.07,9.07,99.56,1
26.56,22.29,96.2,29.66,0
22.74,92.32,23.6,88.76,1
24.54,77.55,90.99,71.15,0
55.92,51.16,10.04,65.56,1
92.6,45.55,77.5,24.78,0
58.81,94.06,4.21,27.26,1
27.56,81.15,69.82,37.68,0
46.94,76.25,1.87,22.9,1
46.19,97.95,64.17,38.5,0
26.14,57.46,16.49,84.87,1
77.73,60.56,91.89,82.33,0
66.29,34.96,30.12,89.29,1
91.76,38.99,51.57,69.91,0
67.77,54.48,10.1,49.89,1
74.91,36.45,66.56,46.92,0
4.95,49.16,20.69,9.47,1
30.5,95.24,45.74,41.27,0
70.95,20.59,13.15,84.37,1
80.65,69.69,32.85,62.29,0
97.83,92.85,19.61,11.58,1
31.53,42.55,66.97,58.05,0
62.75,60.32,7.71,26.09,1
53.01,97.57,62.41,23.38,0
45.91,96.21,10.92,48.63,1
95.87,99.93,73.28,26.74,0
59.8,46.91,98.7,72.67,1
57.38,62.3,60.52,13.61,0
58.64,32.13,47.54,99.98,1
15.47,19.4,45.69,5.33,0
35.79,3.27,4.48,41.31,1
77.12,58.81,30.88,16.28,0
83.57,9.5,72.34,88.21,1
42.08,28.96,76.32,40.74,0
65.01,78.04,6.19,11.58,1
51.24,7.65,69.67,51.3,0
20.12,26.34,18.76,18.68,1
96.24,82.12,85.05,73.01,0
99.56,44.46,7.12,56.03,1
55.92,85.27,50.7,27.73,0
72.18,82.87,11.75,75.08,1
23.59,92.65,43.53,43.07,0
87.05,38.95,64.69,83.72,1
58.47,28.51,52.9,30.06,0
74.02,39.64,43.76,93.5,1
46.06,85.9,83.97,94.56,0
93.49,51.76,23.9,29.76,1
97.02,64.69,69.46,86.32,0
84.12,58.02,12.09,94.74,1
90.3,62.73,49.53,71.14,0
35.67,20.8,29.15,8.14,1
19.44,31.35,58.92,76.81,0
4.07,3.27,6.23,77.76,1
89.84,86.35,74.95,12.88,0
92.37,20.46,94.66,86.62,1
38.7,70.55,46.2,20.2,0
16.36,92.05,21.22,24.36,1
44.77,49.61,55.93,13.43,0
70.78,44.26,20.21,78.1,1
28.01,10.9,68.42,64.25,0
43.83,51.31,8.19,29.45,1
88.61,90.87,48.44,78.7,0
53.79,46.04,0.09,52.41,1
28.57,90.53,51.1,13.75,0
15.11,80.26,23.17,97.96,1
23.72,24.88,73,43.96,0
14.7,73.86,5.58,6.96,1
97.68,26.41,92.98,11.54,0
24.14,88.08,26.36,31.66,1
5.42,22,72.31,47.44,0
86.49,63.38,2.98,34.5,1
80.21,72.93,95.08,95.32,0
44.99,65.16,14.11,42.66,1
26.12,86.56,69.14,8.92,0
24.7,85.76,16.95,25.17,1
8.03,42.75,30.72,3.52,0
66.72,55.71,0.17,15.74,1
18.77,73.62,99.29,85.71,0
53.5,17.27,11.52,77.38,1
32.24,93.95,83.6,38.6,0
9.47,22.22,27.14,38.75,1
79.2,99.27,82.3,43.3,0
72.18,28.41,12.48,91.98,1
4.06,77.81,71.42,92.47,0
83.09,24.66,28.37,83.7,1
48.87,79.43,79.87,96.47,0
52.18,99.2,26.78,30.82,1
0.85,97.59,34.4,5.03,0
44.5,80.72,6.24,27.51,1
85.04,31.53,65.88,34.48,0
34.12,46.21,8.44,57.64,1
18.63,43.39,62.74,51.76,0
97.21,78.49,13.62,76,1
49.02,61.43,69.16,97.7,0
56.16,62.77,21.1,46.13,1
71.71,11.4,47.07,50.38,0
71.8,39.61,84.79,78.74,1
41,71.66,83.63,22.04,0
74.85,63.96,10.93,83.23,1
58.71,56.82,82.22,12.59,0
78.31,2.26,11.97,26.06,1
39.48,93.06,79.75,64.41,0
89.55,31.29,28.92,27.15,1
87.95,83.25,98.38,53.23,0
80.76,23.97,63.48,99.16,1
65.85,96.56,56.86,62.76,0
88.24,83.39,28.01,92.28,1
73.41,62.6,71.82,88.14,0
56.81,47.7,36.96,93.11,1
44.1,85.35,91.33,29.58,0
97.91,54.64,9.5,48.32,1
18.23,9.09,81.5,14.89,0
62.32,35.34,13.92,70.45,1
76.09,75.42,36,56.2,0
49.43,68.53,15.65,0.3,1
5.49,17.96,89.51,50.66,0
43.28,29.59,14.74,28.48,1
95.38,56.86,92.03,40.88,0
41.58,75,24.05,15.05,1
33.7,47.71,94.53,32.62,0
47.15,49.82,10.73,89.44,1
65.57,40.27,93.2,49.71,0
45.98,6.61,1.21,10.31,1
47.32,9.22,78.93,29.74,0
22.05,93.24,20.48,60.75,1
76.9,18.2,83.57,28.63,0
38.96,21.74,2.79,25.16,1
50.8,55.85,76.11,37.83,0
20.38,37.88,18.02,64.72,1
2.6,70.6,84.72,99.94,0
48.56,12.31,93.76,80.5,1
79.96,66.34,32.44,70.32,0
89.33,39.83,86.79,92.21,1
42.98,75.43,52.83,32.18,0
41.12,21.08,74.09,91.74,1
56.85,75.9,43.08,76.44,0
33.77,99.04,8.08,57.67,1
77.92,56.64,52.74,70.61,0
43.45,83.06,9.16,14.6,1
75.17,97.78,34.41,44.81,0
56.29,43.52,27.08,47.23,1
8.48,66.19,85.19,19.11,0
84.26,10.63,24.56,49.6,1
91.66,83.08,59.39,47.02,0
83.73,93.38,29.86,87.79,1
25.04,37.04,40.81,90.68,0
5.88,2.12,25.64,83.05,1
94.09,88.42,62.37,0.84,0
83.27,47.09,22.66,92.24,1
92.51,12.2,52.72,30.59,0
90.35,58.51,19.56,65.07,1
24.82,58.41,40.25,92.87,0
36.88,28.94,73.05,84,1
95.27,18.01,76.5,20.24,0
40.5,99.81,18.65,80.08,1
6.62,81.92,34.97,25.47,0
50.72,36.98,80.21,94.83,1
97.97,84.67,53.41,37.78,0
76.57,61.37,22.06,1.64,1
18.15,61.27,46.21,79.81,0
4.58,50.12,22.84,96.23,1
30.06,26.87,82.27,28.39,0
49.78,1.66,58.78,95.73,1
42.52,90.36,55.83,49.99,0
79.17,13.17,24.5,74.94,1
9.77,3.16,47.8,28.41,0
48.79,12.94,64.2,93.66,1
44.73,97.46,54.83,56.61,0
87.78,89.47,7.25,71.54,1
10.76,85.98,48.74,26.53,0
17.39,89.57,8.02,8.79,1
90.18,13.88,36.93,17.1,0
77.61,90.9,8.15,9.82,1
75.6,33.65,46.45,69.19,0
35.73,38.11,1.48,75.32,1
68.1,9.18,58.06,40.24,0
1.69,17.6,14.55,89.04,1
11.48,54,85.61,55.64,0
13.97,59.15,13.99,79.85,1
22.46,10.35,30.04,4.77,0
65.96,81.3,24.87,10.03,1
8.18,59.63,75.11,59.35,0
3.22,20.62,19.4,95.19,1
17.3,17.02,68.4,32.64,0
88.68,72.32,9.37,88.9,1
88.65,39.01,35.69,26.89,0
89,52.62,14.41,91.44,1
97.03,56.74,95.97,10.92,0
22.55,55.91,18.94,97.29,1
70.45,87.78,96.2,42.84,0
6.61,26.1,18.7,32.87,1
8.81,15.18,88.16,12.04,0
64.96,36.91,28.71,60.17,1
18.95,80.33,80.97,10.02,0
75.85,73.74,22.01,45.9,1
99.23,92.44,81.64,10.43,0
49.14,15.92,56.72,74.88,1
60.94,18.37,85.9,67.11,0
12.82,24.07,6.42,27.72,1
57.21,58.88,91.94,0.32,0
62.44,28.98,8.07,18.43,1
6.83,25.55,88.81,73.9,0
92.79,10.76,28.24,10.46,1
94.34,30.88,46.21,0.88,0
12.95,70.39,29.43,58.08,1
82.44,74.16,71.25,40.84,0
37.13,3.22,28.55,80.07,1
77.94,49.42,37.93,7.31,0
84.6,77.9,9.07,8.18,1
12.92,62.32,93.48,29.19,0
27.3,73.77,12.11,50.36,1
14.71,88.33,86.19,2.78,0
90.7,44.85,37.91,78.6,1
34.41,97.6,89.83,44.3,0
46.52,46.82,72.34,77.78,1
17.19,59.6,93.72,46.34,0
20.24,99.29,24.45,97.88,1
80.24,64.39,32.39,16.88,0
90.03,92.2,29.88,80.95,1
84.71,3.35,87.07,57.38,0
83.49,22.25,23.31,29.43,1
63.33,89.79,94.34,56.53,0
94.7,14.09,73.57,77.86,1
92,97.36,74.14,9.97,0
19.43,74.94,2.2,67.22,1
16.28,61.47,42.61,67.24,0
77.81,23.02,24.23,91.12,1
15.66,54.44,40.88,38.37,0
65.92,37.56,56.15,85.7,1
73.56,13.5,40.2,15.16,0
50.52,44.96,14.73,70.59,1
12.22,61.74,53.77,67.13,0
45.18,89.83,1.54,70.49,1
40.36,0.81,73.7,9.54,0
92.08,40.38,12.55,18.26,1
94.38,28.47,97.77,1.56,0
60.19,46.73,13.64,29.08,1
7.25,98.47,55.31,12.81,0
51.42,42.98,13.03,13.13,1
96.46,22.32,53.23,67.74,0
68.82,33.25,15.29,7.12,1
97.75,36.45,43.97,33.74,0
90.48,22.44,90.72,80.23,1
86.86,95.27,57.81,37.56,0
38.52,32.18,31.17,82.31,1
97.35,32.21,50.41,12.41,0
50.48,36.5,14.73,45.09,1
59.1,74.77,83.16,35.73,0
24.69,10.84,16.46,2.77,1
16.64,2.2,66.64,80.05,0
56.44,73.7,10.35,2.57,1
79.99,60.31,74.97,43.75,0
17.51,30.28,4.81,29.39,1
16.34,19.67,83.05,38.88,0
46.34,2.84,26.24,89.35,1
86.18,16.64,89.29,42.77,0
62.71,50.28,25.13,46.89,1
7.46,2.38,59.78,72.36,0
70.34,15.82,3.32,44.86,1
47.17,27.93,84.28,11.62,0
84.09,35.11,67.19,70.55,1
54.95,66.11,83.72,98.1,0
41.05,0.95,20.13,23.97,1
20.01,7.02,63.92,21.93,0
93.97,99.29,12.1,58.61,1
57.99,46.49,74.35,65.41,0
40.12,63.04,3.78,63.4,1
16.01,11.19,43.35,58.69,0
78.05,7.56,87.57,78.64,1
79.89,51.06,38.73,39.56,0
13.98,6.26,16.99,79.62,1
38.31,81.76,87.6,29.68,0
46.95,44.51,69.82,85.03,1
34.42,35.86,42.67,54.24,0
85.44,45.06,11.93,56.49,1
40.43,82.37,79.88,10.67,0
62.78,81.52,2.74,32.1,1
78.61,7.26,58.9,0.44,0
92.57,42.83,36.11,73.31,1
25.99,9.81,69.53,49.2,0
23.8,13.81,23.24,21.71,1
75.97,58.88,71.85,63.01,0
73.06,71.79,3.82,99.76,1
41.31,71.7,31.79,90.33,0
94.08,26.84,7.88,19.79,1
12.73,94.64,75,51.06,0
40.44,33.23,23.29,55.67,1
51.94,29.25,55.28,51.98,0
80.57,66.08,7.91,77.72,1
96.64,73.02,95.42,22.96,0
99.1,55.35,26.29,73.12,1
94.48,68.6,41.07,17.04,0
6.82,33.96,12.64,63.88,1
5.92,6.91,91.99,64.35,0
43.07,14.21,11.04,81.06,1
19.91,29.04,81.08,64.01,0
86.54,41.47,26.69,40.53,1
53.1,68.25,73.17,84.11,0
31.74,88.17,20.88,95.93,1
34.03,50.55,58.56,57.47,0
96.46,29.11,2.42,16.72,1
13.34,35.56,39.43,22.12,0
20.74,57.5,8.94,74.15,1
98.37,41.14,61.22,60.79,0
45.86,32.82,12.75,37.19,1
8.08,18.42,57.37,76.3,0
18.14,14.47,25.86,50.71,1
29.56,27.61,35.48,3.85,0
64.2,45.56,59.38,76.91,1
41.87,14.68,38.76,13.31,0
44.78,17.32,12.28,27.81,1
54.67,34.14,68.99,18.38,0
16.52,42.45,25.37,76.88,1
10.42,90.34,58.99,62.42,0
87.04,82.2,2.95,24.88,1
97.25,93.6,85.89,43.79,0
79.84,44.11,25.62,17.28,1
23.12,18.89,90.97,76.18,0
41.36,30.04,19.02,45.43,1
15.46,89.23,54.61,53.42,0
73.52,98.7,5.53,9.69,1
4.88,82.53,34.15,31.13,0
68.79,64.62,25.13,33.64,1
32.61,70.45,90.98,75.65,0
28.14,2.71,19.74,91.69,1
91.74,59.83,45.31,48.15,0
0.04,8.1,8.24,25.96,1
79.4,50.33,95.55,3.45,0
37.7,75.65,9.57,34.11,1
14.75,37.19,34.76,34.25,0
7,69.4,21.06,44.9,1
80.28,93.19,84.82,50.03,0
62.13,40.01,47.3,76.6,1
22.58,6.74,81.93,15.65,0
83.02,63.96,12.36,60.1,1
41.3,90.12,72.71,89.4,0
90.02,45.33,50.54,73.92,1
50.64,19.88,34.77,55.91,0
53.84,42.48,23.71,27.12,1
28.77,82.44,58.57,61.95,0
53.68,41.46,10.44,63.34,1
86.57,74.36,93.78,86.88,0
99.28,19.95,38.59,94.59,1
57.77,55.84,75.86,69.8,0
58.71,43.27,71.58,88.34,1
78.44,90.39,60.9,31.89,0
27.71,10.77,4.9,90.01,1
42.66,79.84,75.81,99.43,0
37.5,64.56,0.33,70.65,1
82.48,58.78,78.36,20.23,0
18.37,63.06,11.19,6.85,1
79.41,96.44,84.52,66.08,0
15.57,75.83,25.78,38.48,1
16.36,11.35,37.35,8.95,0
67.56,67.28,15.23,63.47,1
64.2,59.79,69.95,21.19,0
76.87,2.44,15.67,9.55,1
99.35,58.68,41.47,80.44,0
9.39,33.04,20.55,97.38,1
29.59,37.5,70.33,26.88,0
73.12,0.21,2.64,11.62,1
49.28,54.83,38.88,36.24,0
59.18,43.77,40.88,88.8,1
25.35,82.57,95.88,5.27,0
20.84,73.55,15.06,24.95,1
32.61,77.6,45.05,47.17,0
27.8,29.81,28,74.81,1
56.8,65.02,86.99,8.19,0
91,39.74,94.56,83.54,1
23.92,80.97,86.56,6.66,0
54.99,40.87,19.74,93.74,1
89.24,5.48,43.39,22.66,0
91.58,38.19,20.64,91.71,1
44.44,86.54,87.4,19.9,0
99.69,16.42,11.12,97.48,1
30.61,78.25,46.97,0.9,0
0.93,93.34,27.53,30.62,1
81.93,96.52,88.38,50.63,0
30.79,79.59,3.93,10.68,1
23.15,39.46,31.17,48.6,0
19.75,98.35,26.27,33.84,1
93.14,86.09,51.83,49.57,0
54.15,83.23,26.16,33.54,1
88.83,92.69,77.22,58.64,0
78.83,42.7,26.48,34.4,1
53.99,94.53,71.75,93.27,0
33.93,33.06,28.92,79.78,1
52.77,84.94,83.82,93.92,0
12.91,99.24,19.8,33.52,1
53.3,10.41,77.13,33.14,0
42.46,52.35,28.62,98.42,1
93.8,28.1,93.52,0.85,0
84.74,5.02,28.44,93.37,1
45.46,18.86,86.81,21.38,0
29.78,89.13,7.42,3.28,1
1.49,0.39,98.39,60.12,0
84.52,16.02,3.17,27.4,1
9.73,98.34,88.08,63.55,0
59.61,42.44,15.1,20.85,1
91.76,68.13,51.87,70.8,0
96.24,21.19,17.09,42.65,1
45.38,5.92,86.85,20.8,0
71.49,48.97,18.87,48.85,1
9.57,94.44,45.32,8.64,0
54.01,37.56,92.96,97.45,1
28.04,36.8,98.9,56.65,0
95.68,12.94,22.57,71.52,1
96.06,56.54,89.85,40.28,0
79.22,66.72,18.05,86.53,1
23.37,37.54,31.07,44.34,0
21.28,67.83,5.36,81.95,1
94.12,1.65,53.72,66.43,0
42.28,36.47,60.57,95.82,1
59.87,95.98,85.8,8.22,0
33.18,80.25,8.52,29.48,1
54.48,91.32,41.45,95.91,0
98.52,2.13,3.59,18.82,1
89.67,17.86,82.23,58.71,0
77.77,42.38,5.8,22.94,1
53.33,63.32,70.19,23.05,0
90.36,99.38,10.66,3.68,1
73.17,73.46,49.25,87.82,0
95.27,7.82,7.88,74.1,1
89.5,26.78,90.68,46.48,0
71.3,72.06,6.74,49.61,1
57.4,14.84,86.26,2.2,0
79.26,55.5,25.87,72.38,1
24.42,4.5,88.79,69.01,0
83.65,72.66,24.89,25.69,1
50.18,39.95,80.98,11.16,0
58.87,48.3,96.76,79.99,1
27.72,30.48,88.56,13.4,0
39.75,27.68,49.48,98.25,1
22.78,58.28,50.96,8.07,0
58.93,46.35,49.81,71.33,1
49.84,54.61,74.86,22.83,0
6.92,88.5,6.6,64.91,1
67.95,35.31,84.08,7.02,0
13.84,52.61,23.96,47.25,1
4.38,31.43,65.6,84.17,0
57.08,48.6,30.25,76.71,1
32.44,82.95,53.45,45.07,0
0.58,70.49,27.37,48.75,1
15.43,69.56,96.66,20.84,0
74.1,54.88,15.38,94.35,1
13.96,72.37,55.99,25.43,0
99.73,24.82,29,81.22,1
85,87.83,34.43,23.21,0
70.14,85.9,23.83,67.98,1
87.91,72.88,45.91,31.29,0
75.85,36.76,28.9,94.92,1
40.1,60.56,51.36,48.87,0
89.47,4.63,10.57,28.82,1
50.31,51.17,58.21,41.01,0
86.17,40.82,93.95,96.25,1
32.33,-0.01,79.44,39.47,0
89.53,29.62,2.39,95.34,1
51.28,89.06,93.58,20.28,0
90.51,70.05,14.37,61.22,1
36.9,48.14,39.36,21.05,0
15.89,67.94,21.62,55.35,1
56.12,1.12,96.58,42.62,0
54.97,89,17.12,99.25,1
70.81,83.09,57.43,45.2,0
58.95,14.68,11.41,93.07,1
13.26,26.87,80.32,38.76,0
49.47,81.26,14.99,82.36,1
48.66,64.74,86.8,79.76,0
93.61,61.99,2.03,63.22,1
30.64,23.92,95.97,45.85,0
69.23,23.67,69.8,84.37,1
70.67,30.85,93.91,17.74,0
30.25,87.93,17.58,74.47,1
41.07,40.54,56.31,66.9,0
51.22,97.62,10.89,7.02,1
85.68,2.85,95.88,9.92,0
53.81,36.98,14.45,41.7,1
89.65,14.16,51.65,67.67,0
56.35,20.92,1.25,38.16,1
10.71,53.88,62.74,59.61,0
56.83,40.38,90.5,80.05,1
82.12,83.61,86.27,88.77,0
40.74,57.79,28.58,7.69,1
95.47,19.28,60.65,17.33,0
32.72,88.59,6.19,99.81,1
82.86,89.38,47.94,66.16,0
59.21,41.67,16.65,17.87,1
1,21.18,91.93,3.4,0
25.31,51.97,14.59,5.07,1
28.92,87.88,95.81,45.64,0
18.45,40.8,9.2,36.48,1
61.35,45.37,60.51,47.84,0
2.7,38.49,10.99,54.42,1
9.33,16.42,34.19,52.47,0
32.11,32.06,30.23,79.48,1
11.16,78.26,82.15,85.01,0
17.65,26.98,19.38,56.27,1
85.72,68.14,53.8,72.2,0
57.47,48.72,29.3,99.76,1
15.28,5.71,38.37,18.68,0
40.46,63.08,17.07,31.05,1
51.44,28.11,91.54,57.79,0
93.56,70.71,27.33,73.31,1
37.74,99.23,76.59,31.47,0
51.39,10.37,15.05,16.26,1
97.94,94.34,46.82,13.55,0
